collid	category	local_hit	away_hit	all_hit	local_srch	away_srch	all_srch	local_user	away_user	all_user	local_brws	away_brws	all_brws	month_year
egy	image	0	0	0	0	0	0	0	1	1	0	0	0	OldJun2008
etd-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	OldJun2008
uky	image	0	0	0	0	0	0	0	2	2	0	0	0	OldJun2008
gar	image	0	0	0	0	0	0	0	2	2	0	0	0	OldJun2008
map	image	0	0	0	0	0	0	0	1	1	0	0	0	OldJun2008
spct	text	0	1	1	0	0	0	0	1	1	0	0	0	OldJun2008
vvz	image	0	1	1	0	0	0	0	1	1	0	0	0	OldJun2008
vvs-bib	bib	0	0	0	0	1	1	0	1	1	0	0	0	OldJun2008
fa	text	960	9811	10771	290	277	567	174	5674	5848	243	1389	1632	OldJun2008
ggma	text	16	1960	1976	0	0	0	1	217	218	0	0	0	OldJun2008
etd	text	3490	18015	21505	0	0	0	150	1085	1235	0	0	0	OldJun2008
jei	text	16	5514	5530	2	14	16	4	978	982	16	626	642	OldJun2008
rth	image	530	4950	5480	23	419	442	97	1170	1267	2	70	72	Sep-03
etd-bib	bib	0	0	0	200	634	834	62	192	254	0	0	0	Sep-03
tdh	text	259	76	335	208	123	331	48	89	137	0	0	0	Sep-03
tdh-bib	bib	0	0	0	0	26	26	0	11	11	0	0	0	Sep-03
rth-bib	bib	0	0	0	0	0	0	0	7	7	0	0	0	Sep-03
mcc	image	3	137	140	0	4	4	7	62	69	0	2	2	Sep-03
coc	image	8	177	185	24	89	113	7	59	66	1	9	10	Sep-03
jei-bib	bib	0	0	0	0	58	58	0	7	7	0	0	0	Sep-03
mpm-bib	bib	0	0	0	0	60	60	0	6	6	0	0	0	Sep-03
fa-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Sep-03
che	text	0	0	0	0	0	0	1	0	1	0	0	0	Sep-03
mcc-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Sep-03
jei	text	21	53	74	6	60	66	5	25	30	66	189	255	Sep-03
utcat	text	3026	11422	14448	0	0	0	1401	5162	6563	2425	8848	11273	Sep-04
tdh	text	14	1563	1577	21	605	626	19	929	948	8	75	83	Sep-04
egy	image	166	678	844	161	6	167	13	399	412	5	1	6	Sep-04
ual	image	2	1598	1600	0	18	18	4	557	561	0	9	9	Sep-04
rth	image	10	2087	2097	2	115	117	21	787	808	2	10	12	Sep-04
etd-bib	bib	0	0	0	121	335	456	71	184	255	26	84	110	Sep-04
mcc	image	31	491	522	22	66	88	8	273	281	0	0	0	Sep-04
uky	image	2	246	248	19	50	69	5	97	102	0	0	0	Sep-04
egy-bib	bib	0	0	0	2	8	10	2	7	9	0	0	0	Sep-04
fa-bib	bib	0	0	0	3	12	15	2	7	9	0	0	0	Sep-04
mcc-bib	bib	0	0	0	4	16	20	2	7	9	0	0	0	Sep-04
jei-bib	bib	0	0	0	4	0	4	2	7	9	0	0	0	Sep-04
mpm-bib	bib	0	0	0	5	0	5	2	7	9	0	0	0	Sep-04
rth-bib	bib	0	0	0	7	28	35	2	6	8	0	0	0	Sep-04
tdh-bib	bib	0	0	0	7	11	18	2	7	9	0	0	0	Sep-04
ual-bib	bib	0	0	0	9	36	45	2	6	8	0	0	0	Sep-04
uky-bib	bib	0	0	0	9	0	9	2	6	8	0	0	0	Sep-04
utcat-bib	bib	0	0	0	11	44	55	2	6	8	0	0	0	Sep-04
fa	text	2	35	37	0	0	0	1	14	15	0	0	0	Sep-04
etd	text	365	2563	2928	0	0	0	132	1826	1958	0	0	0	Sep-04
jei	text	8	1008	1016	3	9	12	8	580	588	12	209	221	Sep-04
rth	image	212	1421	1633	30	147	177	45	870	915	3	10	13	Sep-05
tdh	text	15	1562	1577	23	666	689	20	1212	1232	1	102	103	Sep-05
utcat	text	3662	11761	15423	0	0	0	1722	5934	7656	2568	7276	9844	Sep-05
egy	image	2	546	548	3	24	27	4	306	310	0	0	0	Sep-05
uky	image	84	1175	1259	29	146	175	9	329	338	0	1	1	Sep-05
mcc	image	108	1484	1592	122	747	869	13	510	523	0	5	5	Sep-05
etd-bib	bib	0	0	0	120	298	418	73	211	284	33	77	110	Sep-05
ual	image	84	1596	1680	0	14	14	12	590	602	0	2	2	Sep-05
fa	text	0	17	17	0	0	0	0	8	8	0	0	0	Sep-05
shld	image	2	244	246	0	54	54	2	99	101	0	8	8	Sep-05
gar	image	21	361	382	2	57	59	5	86	91	0	17	17	Sep-05
ldr	text	0	2	2	0	0	0	0	2	2	0	0	0	Sep-05
utcat-bib	bib	0	0	0	0	29	29	1	17	18	0	0	0	Sep-05
ggma	text	30	72	102	0	0	0	16	54	70	0	0	0	Sep-05
tdh-bib	bib	0	0	0	0	3	3	0	12	12	0	0	0	Sep-05
mpm-bib	bib	0	0	0	0	56	56	1	17	18	0	0	0	Sep-05
coc	image	0	0	0	0	0	0	0	6	6	0	0	0	Sep-05
etd	text	488	5418	5906	0	0	0	192	1862	2054	0	0	0	Sep-05
uky-bib	bib	0	0	0	0	5	5	0	13	13	0	0	0	Sep-05
rth-bib	bib	0	0	0	0	6	6	0	15	15	0	0	0	Sep-05
ual-bib	bib	0	0	0	0	98	98	0	14	14	0	0	0	Sep-05
shld-bib	bib	0	0	0	0	112	112	0	14	14	0	0	0	Sep-05
gar-bib	bib	0	0	0	0	10	10	0	17	17	0	0	0	Sep-05
jei-bib	bib	0	0	0	0	140	140	0	15	15	0	0	0	Sep-05
fa-bib	bib	0	0	0	0	154	154	0	18	18	0	0	0	Sep-05
mcc-bib	bib	0	0	0	0	13	13	0	17	17	0	0	0	Sep-05
egy-bib	bib	0	0	0	0	182	182	0	16	16	0	0	0	Sep-05
zzz	image	0	0	0	0	0	0	0	1	1	0	0	0	Sep-05
jei	text	12	2494	2506	3	5	8	6	450	456	8	451	459	Sep-05
map	image	59	50	109	20	1	21	25	27	52	2	0	2	Sep-05
nocol	text	0	0	0	0	0	0	22	154	176	0	0	0	Sep-05
uht	text	87	9	96	13	72	85	12	40	52	14	8	22	Sep-05
utw02	multimedia	5	1	6	7	2	9	3	12	15	0	0	0	Sep-05
utk01	text	9	1	10	8	0	8	6	7	13	9	0	9	Sep-05
per02	text	0	0	0	0	0	0	0	7	7	0	0	0	Sep-05
sis02	text	0	0	0	0	1	1	1	1	2	0	0	0	Sep-05
agp02	text	6	0	6	1	0	1	0	1	1	2	0	2	Sep-05
dtlpc	text	0	0	0	1	0	1	0	3	3	0	0	0	Sep-05
fa	text	94	102	196	16	1	17	10	14	24	39	2	41	Sep-06
utcat	text	4352	15215	19567	0	0	0	1555	6840	8395	2259	8699	10958	Sep-06
egy	image	7	1203	1210	2	347	349	8	209	217	0	0	0	Sep-06
ual	image	42	3114	3156	50	438	488	11	323	334	0	10	10	Sep-06
tdh	text	19	8034	8053	58	6841	6899	14	1174	1188	7	941	948	Sep-06
uky	image	42	3600	3642	28	253	281	9	177	186	0	4	4	Sep-06
rth	image	157	2146	2303	0	183	183	16	708	724	2	16	18	Sep-06
etd-bib	bib	0	0	0	85	274	359	61	258	319	26	118	144	Sep-06
shld	image	8	216	224	0	45	45	1	99	100	0	4	4	Sep-06
wcc	image	16	192	208	0	8	8	9	79	88	0	9	9	Sep-06
gar	image	1	363	364	0	156	156	1	158	159	0	7	7	Sep-06
mcc	image	42	2815	2857	114	995	1109	12	233	245	0	2	2	Sep-06
coc	image	0	0	0	0	0	0	0	3	3	0	0	0	Sep-06
map	image	150	66	216	0	0	0	17	30	47	23	29	52	Sep-06
spcd-bib	bib	0	0	0	6	2	8	4	6	10	0	0	0	Sep-06
utcat-bib	bib	0	0	0	8	17	25	3	15	18	0	0	0	Sep-06
fa-bib	bib	0	0	0	7	25	32	2	16	18	0	0	0	Sep-06
wcc-bib	bib	0	0	0	13	35	48	3	14	17	0	0	0	Sep-06
mcc-bib	bib	0	0	0	11	42	53	2	16	18	0	0	0	Sep-06
spc-bib	bib	0	0	0	38	45	83	10	13	23	0	0	0	Sep-06
tdh-bib	bib	0	0	0	15	57	72	2	18	20	0	0	0	Sep-06
rth-bib	bib	0	0	0	17	64	81	2	17	19	0	0	0	Sep-06
ual-bib	bib	0	0	0	19	73	92	2	14	16	0	0	0	Sep-06
jei-bib	bib	0	0	0	21	80	101	2	15	17	0	0	0	Sep-06
mpm-bib	bib	0	0	0	29	88	117	3	14	17	0	0	0	Sep-06
gar-bib	bib	0	0	0	32	96	128	3	14	17	0	0	0	Sep-06
uky-bib	bib	0	0	0	27	105	132	2	16	18	0	0	0	Sep-06
uht-bib	bib	0	0	0	37	113	150	3	13	16	0	0	0	Sep-06
egy-bib	bib	0	0	0	31	120	151	2	15	17	0	0	0	Sep-06
yrb	text	3	0	3	3	0	3	3	1	4	2	0	2	Sep-06
spct	text	7	1	8	0	0	0	3	1	4	0	0	0	Sep-06
ggma	text	1	230	231	0	0	0	1	186	187	0	0	0	Sep-06
etd	text	448	3113	3561	0	0	0	187	1402	1589	0	0	0	Sep-06
shld-bib	bib	0	0	0	16	48	64	1	11	12	0	0	0	Sep-06
ldr	text	0	21	21	0	0	0	0	2	2	0	0	0	Sep-06
emn	text	0	25	25	0	0	0	0	1	1	0	0	0	Sep-06
jei	text	1	1714	1715	0	5	5	3	315	318	5	354	359	Sep-06
tdh	text	8	1178	1186	20	1910	1930	13	569	582	3	223	226	Sep-07
utcat	text	2187	13555	15742	0	0	0	1087	7230	8317	1512	8452	9964	Sep-07
etd	text	2172	12618	14790	0	0	0	126	965	1091	0	0	0	Sep-07
arrp	image	13	21	34	1	9	10	3	32	35	1	7	8	Sep-07
rth	image	89	1296	1385	10	191	201	17	451	468	0	18	18	Sep-07
arrs	image	95	860	955	0	21	21	11	82	93	0	0	0	Sep-07
arr-bib	bib	0	0	0	30	43	73	17	64	81	0	0	0	Sep-07
gar	image	2	207	209	0	17	17	2	70	72	0	6	6	Sep-07
mcc	image	17	353	370	25	297	322	8	129	137	0	2	2	Sep-07
egy	image	0	186	186	0	56	56	1	144	145	0	0	0	Sep-07
wcc	image	30	138	168	8	51	59	7	48	55	0	0	0	Sep-07
vvz	image	137	332	469	0	6	6	13	75	88	0	0	0	Sep-07
vvs-bib	bib	0	0	0	801	1470	2271	32	159	191	0	0	0	Sep-07
shld	image	0	31	31	0	5	5	0	31	31	0	10	10	Sep-07
mcc-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Sep-07
ual	image	11	390	401	50	591	641	7	121	128	0	2	2	Sep-07
map	image	25	47	72	0	0	0	17	40	57	4	11	15	Sep-07
fa	text	483	2477	2960	246	1000	1246	46	1411	1457	482	1111	1593	Sep-07
spcd-bib	bib	0	0	0	39	22	61	24	25	49	0	0	0	Sep-07
spct-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Sep-07
shld-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	Sep-07
uky-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Sep-07
mpm-bib	bib	0	0	0	0	0	0	0	7	7	0	0	0	Sep-07
ual-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Sep-07
tdh-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Sep-07
rth-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	Sep-07
spc-bib	bib	0	0	0	99	40	139	21	19	40	0	0	0	Sep-07
wcc-bib	bib	0	0	0	0	0	0	0	3	3	0	0	0	Sep-07
egy-bib	bib	0	0	0	0	0	0	0	9	9	0	0	0	Sep-07
uht-bib	bib	0	0	0	0	10	10	0	5	5	0	0	0	Sep-07
jei-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Sep-07
utcat-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Sep-07
gar-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Sep-07
spct	text	85	52	137	48	125	173	11	20	31	0	0	0	Sep-07
vvi	image	132	184	316	0	15	15	11	40	51	0	0	0	Sep-07
yrb	text	4	0	4	0	2	2	4	1	5	73	1	74	Sep-07
vvb	text	27	52	79	1724	1230	2954	20	84	104	0	0	0	Sep-07
uky	image	11	307	318	6	286	292	4	102	106	0	1	1	Sep-07
vvo	text	33	27	60	1454	1191	2645	16	58	74	0	0	0	Sep-07
vvt	text	17	37	54	99	172	271	7	16	23	0	0	0	Sep-07
emn	text	0	37	37	0	306	306	1	20	21	0	0	0	Sep-07
arrt	text	0	48	48	1	391	392	2	24	26	0	0	0	Sep-07
arro	text	0	27	27	6	581	587	4	29	33	0	0	0	Sep-07
jei	text	952	3727	4679	0	60	60	3	1003	1006	60	614	674	Sep-07
etd-bib	bib	0	0	0	159	438	597	53	453	506	22	112	134	Sep-07
