collid	category	local_hit	away_hit	all_hit	local_srch	away_srch	all_srch	local_user	away_user	all_user	local_brws	away_brws	all_brws	month_year
tdh	text	13	1493	1506	9	458	467	13	836	849	3	101	104	Jan-06
egy	image	157	227	384	30	30	60	15	147	162	0	1	1	Jan-06
coc	image	0	0	0	0	0	0	0	2	2	0	0	0	Jan-06
rth-bib	bib	0	0	0	1	0	1	2	1	3	0	0	0	Jan-06
etd-bib	bib	0	0	0	66	210	276	43	160	203	13	48	61	Jan-06
ual-bib	bib	0	0	0	6	0	6	1	1	2	0	0	0	Jan-06
gar	image	0	202	202	0	78	78	2	110	112	0	5	5	Jan-06
uky-bib	bib	0	0	0	0	0	0	1	1	2	0	0	0	Jan-06
shld	image	0	119	119	0	2	2	1	147	148	0	10	10	Jan-06
mpm-bib	bib	0	0	0	10	1	11	1	2	3	0	0	0	Jan-06
tdh-bib	bib	0	0	0	0	1	1	1	2	3	0	0	0	Jan-06
mcc-bib	bib	0	0	0	2	0	2	2	1	3	0	0	0	Jan-06
egy-bib	bib	0	0	0	16	0	16	1	1	2	0	0	0	Jan-06
gar-bib	bib	0	0	0	0	0	0	1	0	1	0	0	0	Jan-06
utcat-bib	bib	0	0	0	20	0	20	1	1	2	0	0	0	Jan-06
jei-bib	bib	0	0	0	22	0	22	1	2	3	0	0	0	Jan-06
fa	text	6	10	16	0	0	0	1	3	4	0	0	0	Jan-06
ggma	text	1	48	49	0	0	0	1	26	27	0	0	0	Jan-06
etd	text	168	2061	2229	0	0	0	106	1444	1550	0	0	0	Jan-06
shld-bib	bib	0	0	0	24	0	24	2	1	3	0	0	0	Jan-06
fa-bib	bib	0	0	0	26	0	26	1	2	3	0	0	0	Jan-06
jei	text	7879	2623	10502	1	129	130	4	382	386	130	527	657	Jan-06
rth	image	3384	3536	6920	23	1099	1122	161	774	935	14	308	322	Jan-07
utcat	text	5189	27254	32443	0	0	0	2325	11872	14197	3739	15154	18893	Jan-07
etd-bib	bib	0	0	0	62	314	376	56	444	500	25	163	188	Jan-07
ual	image	17	361	378	51	639	690	16	215	231	0	0	0	Jan-07
uky	image	17	427	444	32	549	581	14	164	178	0	2	2	Jan-07
egy	image	1	228	229	4	138	142	8	138	146	0	0	0	Jan-07
spcd-bib	bib	0	0	0	58	56	114	23	48	71	0	0	0	Jan-07
tdh	text	58	2172	2230	67	3477	3544	18	746	764	10	405	415	Jan-07
wcc	image	1288	1177	2465	52	175	227	139	249	388	7	20	27	Jan-07
map	image	69	146	215	0	0	0	26	47	73	19	35	54	Jan-07
egy-bib	bib	0	0	0	6	6	12	2	22	24	0	0	0	Jan-07
uky-bib	bib	0	0	0	8	8	16	2	19	21	0	0	0	Jan-07
uht-bib	bib	0	0	0	10	10	20	2	13	15	0	0	0	Jan-07
mpm-bib	bib	0	0	0	14	25	39	3	27	30	0	0	0	Jan-07
gar-bib	bib	0	0	0	14	32	46	2	26	28	0	0	0	Jan-07
rth-bib	bib	0	0	0	16	40	56	2	29	31	0	0	0	Jan-07
jei-bib	bib	0	0	0	18	18	36	2	21	23	0	0	0	Jan-07
tdh-bib	bib	0	0	0	20	50	70	2	25	27	0	0	0	Jan-07
ual-bib	bib	0	0	0	22	58	80	2	27	29	0	0	0	Jan-07
spc-bib	bib	0	0	0	116	98	214	28	31	59	0	0	0	Jan-07
wcc-bib	bib	0	0	0	26	74	100	2	22	24	0	0	0	Jan-07
mcc-bib	bib	0	0	0	28	82	110	2	26	28	0	0	0	Jan-07
fa-bib	bib	0	0	0	30	90	120	2	27	29	0	0	0	Jan-07
utcat-bib	bib	0	0	0	32	98	130	2	27	29	0	0	0	Jan-07
gar	image	0	236	236	1	75	76	5	143	148	0	32	32	Jan-07
spct-bib	bib	0	0	0	34	106	140	2	22	24	0	0	0	Jan-07
mcc	image	22	314	336	118	1587	1705	18	217	235	0	4	4	Jan-07
spct	text	26	23	49	21	79	100	7	27	34	0	0	0	Jan-07
coc	image	0	0	0	0	0	0	0	3	3	0	0	0	Jan-07
ggma	text	4	264	268	0	0	0	3	135	138	0	0	0	Jan-07
arrt	text	0	16	16	0	152	152	0	28	28	0	0	0	Jan-07
etd	text	363	2647	3010	0	0	0	126	1423	1549	0	0	0	Jan-07
shld	image	1	83	84	0	47	47	5	52	57	0	1	1	Jan-07
emn	text	2	1	3	0	0	0	2	1	3	0	0	0	Jan-07
shld-bib	bib	0	0	0	36	114	150	2	18	20	0	0	0	Jan-07
yrb	text	3	0	3	1	0	1	5	0	5	2	0	2	Jan-07
fa	text	385	161	546	121	69	190	98	60	158	238	150	388	Jan-07
ldr	text	0	4	4	0	0	0	0	1	1	0	0	0	Jan-07
arr-bib	bib	0	0	0	38	38	76	2	19	21	0	0	0	Jan-07
arrt-bib	bib	0	0	0	40	40	80	2	12	14	0	0	0	Jan-07
jei	text	1	1889	1890	0	4	4	5	303	308	4	462	466	Jan-07
egy	image	15	234	249	7	55	62	6	162	168	0	0	0	Jan-08
utcat	text	14588	102961	117549	0	0	0	1609	9462	11071	2545	13158	15703	Jan-08
etd-bib	bib	0	0	0	57	193	250	50	286	336	39	99	138	Jan-08
rth	image	32	1307	1339	4	277	281	15	399	414	1	38	39	Jan-08
tdh	text	12	3356	3368	25	4936	4961	16	617	633	14	500	514	Jan-08
gar	image	0	614	614	0	23	23	2	166	168	0	37	37	Jan-08
wcc	image	55	192	247	2	88	90	13	104	117	2	14	16	Jan-08
vvz	image	23	380	403	0	7	7	9	128	137	0	0	0	Jan-08
vvi	image	18	155	173	0	16	16	8	59	67	0	0	0	Jan-08
vvs-bib	bib	0	0	0	144	1112	1256	27	412	439	0	0	0	Jan-08
vvo	text	3	5	8	112	520	632	8	102	110	0	0	0	Jan-08
uky	image	19	1182	1201	4	151	155	7	146	153	0	5	5	Jan-08
mcc	image	19	932	951	39	621	660	9	172	181	0	7	7	Jan-08
shld	image	0	379	379	0	26	26	1	102	103	0	23	23	Jan-08
emn	text	0	12	12	0	24	24	0	46	46	0	0	0	Jan-08
vvt	text	1	16	17	4	44	48	1	41	42	0	2	2	Jan-08
map	image	37	139	176	0	0	0	17	45	62	4	12	16	Jan-08
arrp	image	28	335	363	0	37	37	3	164	167	1	10	11	Jan-08
arrs	image	116	2056	2172	0	30	30	4	144	148	0	0	0	Jan-08
uht-bib	bib	0	0	0	0	0	0	0	16	16	0	0	0	Jan-08
spcd-bib	bib	0	0	0	53	16	69	20	28	48	0	0	0	Jan-08
wcc-bib	bib	0	0	0	0	0	0	0	11	11	0	0	0	Jan-08
ual	image	19	1312	1331	74	1056	1130	9	296	305	0	3	3	Jan-08
arr-bib	bib	0	0	0	32	103	135	8	128	136	0	0	0	Jan-08
utcat-bib	bib	0	0	0	0	0	0	0	14	14	0	0	0	Jan-08
fa	text	1023	6615	7638	128	192	320	133	5333	5466	384	1268	1652	Jan-08
wpa	image	0	0	0	0	0	0	1	3	4	0	0	0	Jan-08
spct	text	33	10	43	17	32	49	18	43	61	0	0	0	Jan-08
vvb	text	3	12	15	152	360	512	14	113	127	0	3	3	Jan-08
spc-bib	bib	0	0	0	89	22	111	20	25	45	0	0	0	Jan-08
egy-bib	bib	0	0	0	0	0	0	0	17	17	0	0	0	Jan-08
mcc-bib	bib	0	0	0	0	1	1	0	16	16	0	0	0	Jan-08
coc	image	0	0	0	0	0	0	0	3	3	0	0	0	Jan-08
tdh-bib	bib	0	0	0	0	2	2	0	22	22	0	0	0	Jan-08
spct-bib	bib	0	0	0	0	0	0	0	17	17	0	0	0	Jan-08
arrt	text	1	37	38	0	54	54	1	57	58	0	0	0	Jan-08
jei-bib	bib	0	0	0	0	0	0	0	22	22	0	0	0	Jan-08
arro	text	0	57	57	0	719	719	0	67	67	0	0	0	Jan-08
ar	text	459	158	617	599	275	874	70	55	125	35	28	63	Jan-08
ge	text	0	0	0	0	0	0	1	0	1	0	0	0	Jan-08
gu	text	0	0	0	0	0	0	1	0	1	0	0	0	Jan-08
mpm-bib	bib	0	0	0	0	1	1	0	24	24	0	0	0	Jan-08
shld-bib	bib	0	0	0	0	8	8	0	19	19	0	0	0	Jan-08
uky-bib	bib	0	0	0	0	0	0	0	15	15	0	0	0	Jan-08
ual-bib	bib	0	0	0	0	0	0	0	15	15	0	0	0	Jan-08
rth-bib	bib	0	0	0	0	0	0	0	17	17	0	0	0	Jan-08
gar-bib	bib	0	0	0	0	0	0	0	16	16	0	0	0	Jan-08
gam	text	0	7	7	0	0	0	2	28	30	8	124	132	Jan-08
ggma	text	16	1134	1150	0	0	0	1	126	127	0	0	0	Jan-08
tcw	text	6	1472	1478	0	0	0	1	73	74	0	0	0	Jan-08
etd	text	1488	8616	10104	0	0	0	120	643	763	0	0	0	Jan-08
ldr	text	0	2	2	0	0	0	0	1	1	0	0	0	Jan-08
tn	text	0	0	0	0	0	0	1	0	1	0	0	0	Jan-08
yeats	text	0	0	0	0	0	0	0	2	2	0	0	0	Jan-08
jei	text	1714	8169	9883	0	123	123	4	1120	1124	123	861	984	Jan-08
utcat	text	1673	10985	12658	0	0	0	829	4669	5498	1512	7831	9343	Jul-04
ual	image	10	476	486	0	10	10	3	345	348	0	0	0	Jul-04
mpm-bib	bib	0	0	0	1	3	4	1	6	7	0	0	0	Jul-04
etd-bib	bib	0	0	0	125	278	403	68	131	199	24	68	92	Jul-04
rth	image	78	1317	1395	18	117	135	35	798	833	8	25	33	Jul-04
tdh	text	8	1049	1057	14	586	600	15	701	716	4	105	109	Jul-04
egy-bib	bib	0	0	0	0	15	15	4	7	11	0	0	0	Jul-04
egy	image	29	250	279	10	4	14	10	168	178	0	2	2	Jul-04
mcc	image	13	283	296	2	60	62	4	208	212	1	1	2	Jul-04
uky	image	6	102	108	0	46	46	3	84	87	3	2	5	Jul-04
etd	text	261	2081	2342	0	0	0	120	1443	1563	0	0	0	Jul-04
fa	text	2	24	26	0	0	0	1	13	14	0	0	0	Jul-04
ldr	text	0	2	2	0	0	0	0	1	1	0	0	0	Jul-04
ual-bib	bib	0	0	0	0	21	21	2	5	7	0	0	0	Jul-04
mcc-bib	bib	0	0	0	0	25	25	3	6	9	0	0	0	Jul-04
ualr	image	0	0	0	0	0	0	1	1	2	0	0	0	Jul-04
utcat-bib	bib	0	0	0	0	30	30	0	5	5	0	0	0	Jul-04
fa-bib	bib	0	0	0	0	35	35	1	5	6	0	0	0	Jul-04
tdh-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Jul-04
uky-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Jul-04
rth-bib	bib	0	0	0	0	50	50	0	4	4	0	0	0	Jul-04
jei-bib	bib	0	0	0	1	0	1	1	6	7	0	0	0	Jul-04
coc	image	0	0	0	0	0	0	1	2	3	0	0	0	Jul-04
jei	text	5	509	514	0	2	2	3	346	349	2	167	169	Jul-04
shld	image	14	485	499	3	18	21	8	264	272	1	21	22	Jul-05
gar	image	10	599	609	13	229	242	4	189	193	0	24	24	Jul-05
tdh	text	33	1743	1776	56	1061	1117	12	1018	1030	33	233	266	Jul-05
utcat	text	1976	17523	19499	0	0	0	983	8918	9901	1374	10890	12264	Jul-05
egy	image	10	273	283	2	21	23	6	182	188	0	0	0	Jul-05
rth	image	217	2129	2346	29	113	142	25	1137	1162	5	8	13	Jul-05
ual	image	1	1078	1079	0	14	14	4	404	408	0	2	2	Jul-05
mcc	image	1	998	999	6	649	655	5	344	349	0	11	11	Jul-05
etd-bib	bib	0	0	0	109	263	372	54	166	220	24	116	140	Jul-05
uky	image	1	814	815	0	396	396	3	262	265	0	3	3	Jul-05
rth-bib	bib	0	0	0	0	1	1	1	9	10	0	0	0	Jul-05
uky-bib	bib	0	0	0	0	0	0	1	8	9	0	0	0	Jul-05
mcc-bib	bib	0	0	0	0	0	0	2	6	8	0	0	0	Jul-05
ual-bib	bib	0	0	0	5	20	25	1	8	9	0	0	0	Jul-05
utcat-bib	bib	0	0	0	6	24	30	1	7	8	0	0	0	Jul-05
gar-bib	bib	0	0	0	0	12	12	1	6	7	0	0	0	Jul-05
egy-bib	bib	0	0	0	8	32	40	2	7	9	0	0	0	Jul-05
tdh-bib	bib	0	0	0	0	0	0	1	7	8	0	0	0	Jul-05
fa-bib	bib	0	0	0	10	40	50	1	6	7	0	0	0	Jul-05
coc	image	0	0	0	0	0	0	0	6	6	0	0	0	Jul-05
fa	text	14	27	41	0	0	0	1	12	13	0	0	0	Jul-05
etd	text	247	4565	4812	0	0	0	117	1634	1751	0	0	0	Jul-05
jei-bib	bib	0	0	0	11	44	55	1	6	7	0	0	0	Jul-05
mpm-bib	bib	0	0	0	12	48	60	1	6	7	0	0	0	Jul-05
emn	text	0	2	2	0	0	0	0	2	2	0	0	0	Jul-05
shld-bib	bib	0	0	0	13	70	83	1	6	7	0	0	0	Jul-05
mccr	image	0	0	0	0	0	0	1	0	1	0	0	0	Jul-05
ualr	image	0	0	0	0	0	0	1	0	1	0	0	0	Jul-05
mdp	image	0	0	0	0	0	0	0	1	1	0	0	0	Jul-05
adbe	image	0	0	0	0	0	0	0	1	1	0	0	0	Jul-05
wave	image	0	0	0	0	0	0	0	1	1	0	0	0	Jul-05
jei	text	14	1766	1780	0	9	9	7	358	365	9	298	307	Jul-05
map	image	128	79	207	28	10	38	33	44	77	6	0	6	Jul-05
nocol	text	0	0	0	0	0	0	22	28	50	0	0	0	Jul-05
utk01	text	3	3	6	4	1	5	4	4	8	5	0	5	Jul-05
agp02	text	0	0	0	0	0	0	0	1	1	0	2	2	Jul-05
iag02	text	0	0	0	0	0	0	0	1	1	0	0	0	Jul-05
uht	text	13	0	13	17	0	17	24	14	38	8	0	8	Jul-05
dtlpc	text	34	3	37	38	0	38	19	6	25	0	0	0	Jul-05
utl02	text	0	0	0	0	2	2	2	1	3	0	0	0	Jul-05
cls02	text	0	0	0	1	0	1	3	1	4	0	0	0	Jul-05
sis02	text	0	0	0	1	0	1	2	0	2	0	0	0	Jul-05
tdh	text	40	5685	5725	226	7568	7794	42	3011	3053	30	622	652	Jul-06
utcat	text	2189	17313	19502	0	0	0	1240	10882	12122	1476	10302	11778	Jul-06
uky	image	47	4660	4707	10	1436	1446	11	521	532	0	306	306	Jul-06
rth	image	54	3628	3682	16	357	373	26	1077	1103	1	74	75	Jul-06
etd-bib	bib	0	0	0	53	293	346	62	337	399	19	64	83	Jul-06
egy	image	49	850	899	3	516	519	10	189	199	0	0	0	Jul-06
wcc	image	6	88	94	0	0	0	5	86	91	7	1	8	Jul-06
gar	image	0	468	468	0	91	91	0	227	227	0	17	17	Jul-06
shld	image	0	685	685	0	78	78	0	191	191	0	13	13	Jul-06
ual	image	47	4020	4067	48	3402	3450	13	638	651	0	320	320	Jul-06
mcc	image	47	3188	3235	86	5842	5928	15	574	589	1	316	317	Jul-06
coc	image	0	0	0	0	0	0	0	14	14	0	0	0	Jul-06
ggma	text	3	109	112	0	0	0	1	97	98	0	0	0	Jul-06
etd	text	261	4020	4281	0	0	0	131	1317	1448	0	0	0	Jul-06
fa	text	1	57	58	0	0	0	2	19	21	1	8	9	Jul-06
emn	text	0	13	13	0	0	0	0	2	2	0	0	0	Jul-06
ldr	text	0	8	8	0	0	0	0	2	2	0	0	0	Jul-06
spc-bib	bib	0	0	0	6	9	15	1	13	14	0	0	0	Jul-06
shld-bib	bib	0	0	0	0	6	6	0	14	14	0	0	0	Jul-06
mcc-bib	bib	0	0	0	0	8	8	0	14	14	0	0	0	Jul-06
jei-bib	bib	0	0	0	0	10	10	0	15	15	0	0	0	Jul-06
gar-bib	bib	0	0	0	0	12	12	0	14	14	0	0	0	Jul-06
tdh-bib	bib	0	0	0	0	14	14	0	14	14	0	0	0	Jul-06
wcc-bib	bib	0	0	0	0	16	16	0	13	13	0	0	0	Jul-06
utcat-bib	bib	0	0	0	0	18	18	0	14	14	0	0	0	Jul-06
ual-bib	bib	0	0	0	0	20	20	0	14	14	0	0	0	Jul-06
uht-bib	bib	0	0	0	17	23	40	7	15	22	0	0	0	Jul-06
uky-bib	bib	0	0	0	0	24	24	0	14	14	0	0	0	Jul-06
fa-bib	bib	0	0	0	0	26	26	0	14	14	0	0	0	Jul-06
mpm-bib	bib	0	0	0	1	28	29	1	13	14	0	0	0	Jul-06
egy-bib	bib	0	0	0	0	30	30	0	14	14	0	0	0	Jul-06
rth-bib	bib	0	0	0	0	32	32	0	14	14	0	0	0	Jul-06
map	image	775	46	821	0	1	1	70	14	84	40	12	52	Jul-06
yrb	text	27	3	30	9	0	9	18	5	23	18	2	20	Jul-06
jei	text	8	1098	1106	1	2	3	3	255	258	3	377	380	Jul-06
utcat	text	1888	16323	18211	0	0	0	919	7047	7966	1319	10038	11357	Jul-07
rth	image	179	2182	2361	14	237	251	14	283	297	2	8	10	Jul-07
ual	image	9	2602	2611	12	371	383	4	350	354	0	3	3	Jul-07
uky	image	9	2737	2746	4	145	149	4	230	234	0	2	2	Jul-07
tdh	text	5	961	966	10	1139	1149	9	522	531	1	138	139	Jul-07
mcc	image	9	2642	2651	26	820	846	4	319	323	0	2	2	Jul-07
gar	image	7	218	225	0	44	44	4	91	95	1	10	11	Jul-07
egy	image	0	457	457	0	96	96	2	174	176	0	0	0	Jul-07
map	image	16	378	394	0	0	0	9	114	123	2	13	15	Jul-07
shld	image	0	10	10	0	46	46	1	31	32	0	7	7	Jul-07
fa	text	1053	2737	3790	3980	65	4045	68	1310	1378	268	502	770	Jul-07
etd-bib	bib	0	0	0	45	325	370	46	362	408	25	79	104	Jul-07
yrb	text	135	0	135	18	0	18	18	0	18	100	0	100	Jul-07
emn	text	0	19	19	0	38	38	0	4	4	0	0	0	Jul-07
wcc	image	31	217	248	3	48	51	5	53	58	0	4	4	Jul-07
vvi	image	64	18	82	0	2	2	8	12	20	0	0	0	Jul-07
vvs-bib	bib	0	0	0	58	352	410	12	62	74	0	0	0	Jul-07
vvo	text	10	50	60	68	396	464	9	50	59	0	0	0	Jul-07
vvb	text	3	28	31	38	202	240	6	28	34	0	0	0	Jul-07
vvz	image	8	69	77	0	0	0	5	50	55	0	1	1	Jul-07
spct-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Jul-07
shld-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Jul-07
spcd-bib	bib	0	0	0	9	27	36	10	23	33	0	0	0	Jul-07
uky-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Jul-07
mpm-bib	bib	0	0	0	0	2	2	0	7	7	0	0	0	Jul-07
arr-bib	bib	0	0	0	57	157	214	9	68	77	0	0	0	Jul-07
ual-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Jul-07
tdh-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Jul-07
rth-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Jul-07
spc-bib	bib	0	0	0	32	30	62	14	24	38	0	0	0	Jul-07
wcc-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Jul-07
egy-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Jul-07
uht-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Jul-07
jei-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Jul-07
utcat-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Jul-07
gar-bib	bib	0	0	0	0	0	0	0	6	6	0	0	0	Jul-07
mcc-bib	bib	0	0	0	0	0	0	0	5	5	0	0	0	Jul-07
arrt	text	5	37	42	15	124	139	3	14	17	0	0	0	Jul-07
spct	text	4	23	27	15	154	169	2	11	13	0	0	0	Jul-07
arrp	image	10	97	107	0	73	73	5	15	20	1	0	1	Jul-07
fa-bib	bib	0	0	0	0	0	0	0	4	4	0	0	0	Jul-07
arro	text	9	58	67	170	1365	1535	4	25	29	0	0	0	Jul-07
arrs	image	3	1402	1405	0	85	85	2	53	55	0	0	0	Jul-07
vvt	text	6	23	29	9	19	28	3	7	10	0	0	0	Jul-07
gam	text	0	10	10	0	0	0	3	38	41	8	143	151	Jul-07
ggma	text	1	75	76	0	0	0	1	58	59	0	0	0	Jul-07
tcw	text	0	25	25	0	0	0	0	19	19	0	0	0	Jul-07
etd	text	1268	13674	14942	0	0	0	100	677	777	0	0	0	Jul-07
wpa	image	0	0	0	0	0	0	0	1	1	0	0	0	Jul-07
jei	text	738	3616	4354	1	59	60	2	1018	1020	60	581	641	Jul-07
mcc	image	3	560	563	0	18	18	9	263	272	1	11	12	Jun-04
rth	image	162	1187	1349	29	110	139	37	868	905	2	12	14	Jun-04
etd-bib	bib	0	0	0	132	331	463	69	165	234	31	54	85	Jun-04
utcat	text	1404	8849	10253	0	0	0	638	3725	4363	1264	6023	7287	Jun-04
tdh	text	16	1287	1303	33	756	789	20	831	851	12	66	78	Jun-04
ual	image	2	366	368	0	0	0	2	196	198	0	1	1	Jun-04
egy	image	47	356	403	0	13	13	14	202	216	2	21	23	Jun-04
egy-bib	bib	0	0	0	9	22	31	6	4	10	0	0	0	Jun-04
etd	text	275	1789	2064	0	0	0	137	1301	1438	0	0	0	Jun-04
uky	image	0	92	92	0	21	21	1	67	68	0	0	0	Jun-04
ual-bib	bib	0	0	0	9	34	43	2	5	7	0	0	0	Jun-04
fa	text	13	46	59	0	0	0	4	22	26	0	0	0	Jun-04
coc	image	0	0	0	0	0	0	1	1	2	0	0	0	Jun-04
mpm-bib	bib	0	0	0	0	0	0	2	3	5	0	0	0	Jun-04
jei-bib	bib	0	0	0	0	0	0	2	3	5	0	0	0	Jun-04
fa-bib	bib	0	0	0	19	66	85	5	3	8	0	0	0	Jun-04
mcc-bib	bib	0	0	0	21	77	98	2	3	5	0	0	0	Jun-04
ualr	image	0	0	0	0	0	0	1	0	1	0	0	0	Jun-04
mccr	image	0	0	0	0	0	0	1	0	1	0	0	0	Jun-04
emn	text	2	2	4	0	0	0	2	1	3	0	0	0	Jun-04
ldr	text	1	3	4	0	0	0	1	2	3	0	0	0	Jun-04
tdh-bib	bib	0	0	0	0	0	0	3	2	5	0	0	0	Jun-04
utcat-bib	bib	0	0	0	27	99	126	1	3	4	0	0	0	Jun-04
rth-bib	bib	0	0	0	30	110	140	2	2	4	0	0	0	Jun-04
uky-bib	bib	0	0	0	0	0	0	2	3	5	0	0	0	Jun-04
jei	text	14	477	491	1	12	13	5	317	322	13	125	138	Jun-04
shld	image	106	903	1009	0	47	47	4	510	514	0	66	66	Jun-05
gar	image	2	2664	2666	4	527	531	5	552	557	1	58	59	Jun-05
utcat	text	1834	15393	17227	0	0	0	1058	8516	9574	1351	10023	11374	Jun-05
tdh	text	46	1894	1940	82	780	862	18	1097	1115	45	113	158	Jun-05
ual	image	3	795	798	0	8	8	3	413	416	0	5	5	Jun-05
etd-bib	bib	0	0	0	66	296	362	48	190	238	22	118	140	Jun-05
rth	image	85	2553	2638	18	253	271	30	1249	1279	2	26	28	Jun-05
mcc	image	4	724	728	8	810	818	4	313	317	0	3	3	Jun-05
egy	image	16	346	362	3	233	236	1	191	192	0	0	0	Jun-05
uky	image	4	542	546	0	703	703	3	222	225	0	4	4	Jun-05
uky-bib	bib	0	0	0	0	0	0	1	7	8	0	0	0	Jun-05
rth-bib	bib	0	0	0	0	9	9	1	6	7	0	0	0	Jun-05
ual-bib	bib	0	0	0	0	12	12	1	6	7	0	0	0	Jun-05
fa	text	0	16	16	0	0	0	0	7	7	0	0	0	Jun-05
egy-bib	bib	0	0	0	0	15	15	1	7	8	0	0	0	Jun-05
tdh-bib	bib	0	0	0	0	3	3	1	8	9	0	0	0	Jun-05
mcc-bib	bib	0	0	0	0	21	21	1	5	6	0	0	0	Jun-05
utcat-bib	bib	0	0	0	0	24	24	1	6	7	0	0	0	Jun-05
gar-bib	bib	0	0	0	1	1	2	1	4	5	0	0	0	Jun-05
coc	image	0	0	0	0	0	0	0	6	6	0	0	0	Jun-05
jei-bib	bib	0	0	0	0	0	0	1	6	7	0	0	0	Jun-05
fa-bib	bib	0	0	0	0	30	30	1	5	6	0	0	0	Jun-05
mpm-bib	bib	0	0	0	0	2	2	1	7	8	0	0	0	Jun-05
etd	text	215	5086	5301	0	0	0	116	1932	2048	0	0	0	Jun-05
shld-bib	bib	0	0	0	0	2	2	1	5	6	0	0	0	Jun-05
jei	text	12	1411	1423	6	3	9	3	450	453	9	354	363	Jun-05
map	image	58	9	67	123	9	132	28	72	100	4	26	30	Jun-05
nocol	text	0	0	0	0	0	0	33	35	68	0	0	0	Jun-05
cls02	text	3	1	4	3	3	6	4	17	21	0	3	3	Jun-05
uht	text	0	0	0	1	12	13	4	10	14	5	19	24	Jun-05
utw02	multimedia	4	0	4	1	0	1	4	7	11	6	0	6	Jun-05
agp02	text	0	0	0	0	2	2	2	3	5	0	2	2	Jun-05
iag02	text	0	10	10	0	0	0	0	0	0	0	0	0	Jun-05
utk01	text	0	6	6	0	12	12	2	3	5	1	9	10	Jun-05
utl02	text	6	0	6	1	0	1	1	1	2	0	0	0	Jun-05
rth	image	27	6902	6929	21	180	201	16	1044	1060	0	204	204	Jun-06
fa	text	5	194	199	0	0	0	5	15	20	0	0	0	Jun-06
tdh	text	20	11610	11630	32	891	923	16	1280	1296	12	391	403	Jun-06
utcat	text	1896	14418	16314	0	0	0	886	7200	8086	1244	9224	10468	Jun-06
uky	image	9	16611	16620	2	115	117	7	193	200	0	0	0	Jun-06
etd-bib	bib	0	0	0	119	353	472	58	271	329	25	71	96	Jun-06
egy	image	10	887	897	3	42	45	8	122	130	0	0	0	Jun-06
wcc	image	6	418	424	0	4	4	5	44	49	0	0	0	Jun-06
gar	image	53	1236	1289	11	146	157	4	341	345	0	37	37	Jun-06
shld	image	18	1046	1064	0	33	33	4	287	291	0	10	10	Jun-06
ual	image	10	12666	12676	0	0	0	10	322	332	0	1	1	Jun-06
mcc	image	9	7309	7318	30	775	805	11	256	267	0	4	4	Jun-06
coc	image	0	0	0	0	0	0	0	5	5	0	0	0	Jun-06
spc-bib	bib	0	0	0	0	2	2	1	2	3	0	0	0	Jun-06
wcc-bib	bib	0	0	0	5	12	17	2	10	12	0	0	0	Jun-06
rth-bib	bib	0	0	0	5	0	5	4	10	14	0	0	0	Jun-06
utcat-bib	bib	0	0	0	1	6	7	2	13	15	0	0	0	Jun-06
ual-bib	bib	0	0	0	10	30	40	2	11	13	0	0	0	Jun-06
egy-bib	bib	0	0	0	14	43	57	3	11	14	0	0	0	Jun-06
shld-bib	bib	0	0	0	15	50	65	3	12	15	0	0	0	Jun-06
gar-bib	bib	0	0	0	0	6	6	1	13	14	0	0	0	Jun-06
mcc-bib	bib	0	0	0	1	0	1	2	11	13	0	0	0	Jun-06
ldr	text	0	32	32	0	0	0	0	3	3	0	0	0	Jun-06
emn	text	0	31	31	0	0	0	0	4	4	0	0	0	Jun-06
mpm-bib	bib	0	0	0	22	71	93	4	10	14	0	0	0	Jun-06
uht-bib	bib	0	0	0	2	13	15	3	11	14	0	0	0	Jun-06
fa-bib	bib	0	0	0	25	85	110	2	10	12	0	0	0	Jun-06
ggma	text	8	102	110	0	0	0	5	82	87	0	0	0	Jun-06
etd	text	451	6886	7337	0	0	0	163	1411	1574	0	0	0	Jun-06
tdh-bib	bib	0	0	0	4	20	24	3	11	14	0	0	0	Jun-06
jei-bib	bib	0	0	0	30	99	129	3	11	14	0	0	0	Jun-06
uky-bib	bib	0	0	0	30	90	120	1	10	11	0	0	0	Jun-06
zzz	image	0	0	0	0	0	0	0	1	1	0	0	0	Jun-06
jei	text	0	1964	1964	0	0	0	1	265	266	0	445	445	Jun-06
uky	image	13	546	559	3	115	118	4	153	157	0	1	1	Jun-07
utcat	text	1933	20320	22253	0	0	0	834	7920	8754	1294	9841	11135	Jun-07
tdh	text	12	2450	2462	49	3575	3624	10	1163	1173	4	805	809	Jun-07
shld	image	2	174	176	0	11	11	1	32	33	0	0	0	Jun-07
